Alutor language	alr	7	su:Alutor language
Areare language	alu	20	su:Areare language
Alyawarra language	aly	26	su:Alyawarra language
Alur language	alz	20	su:Alur language
Amahuaca language	amc	27	su:Amahuaca language
Amuesha language	ame	45	su:Amuesha language
Amarag language	amg	0	su:Amarag language
Amharic language	amh	977	su:Amharic language
Amis language	ami	70	su:Amis language
Ambai language	amk	11	su:Ambai language
War language	aml	3	su:War language
Ama (Papua New Guinea) language	amm	8	su:Ama (Papua New Guinea) language
Amanab language	amn	7	su:Amanab language
Alamblak language	amp	21	su:Alamblak language
Mashco language	amr	21	su:Mashco language
Anmatyerre language	amx	25	su:Anmatyerre language
Ami language (Australia)	amy	1	su:Ami language (Australia)
Angas language	anc	19	su:Angas language
Anesu language	ane	6	su:Anesu language
Goemai language	ank	1	su:Goemai language
Anal language	anm	13	su:Anal language
Obolo language	ann	8	su:Obolo language
Andoque language	ano	4	su:Andoque language
Angika language	anp	9	su:Angika language
Anuak language	anu	17	su:Anuak language
Abe language	any	12	su:Abe language
Anyi language	any	17	su:Anyi language
Brissa language	any	1	su:Brissa language
Sanwi language	any	2	su:Sanwi language
Anem language	anz	1	su:Anem language
Arecuna language	aoc	3	su:Arecuna language
Camaracoto language	aoc	1	su:Camaracoto language
Pemón language	aoc	0	su:Pemón language
Taurepan language	aoc	1	su:Taurepan language
Magi (Southern Highlands Province, Papua New Guinea) language	aoe	3	su:Magi (Southern Highlands Province, Papua New Guinea) language
Andilyaugwa language	aoi	0	su:Andilyaugwa language
Southern Arapesh language	aoj	11	su:Southern Arapesh language
Aomie language	aom	12	su:Aomie language
Saa language	apb	20	su:Saa language
Ulawa language	apb	33	su:Ulawa language
Mountain Arapesh language	ape	18	su:Mountain Arapesh language
Rai language	aph	19	su:Rai language
Athpare language	aph	2	su:Athpare language
Jicarilla language	apj	18	su:Jicarilla language
Chiricahua language	apm	7	su:Chiricahua language
Mescalero language	apm	11	su:Mescalero language
Apma language	app	11	su:Apma language
Arop-Lokep language	apr	5	su:Arop-Lokep language
Apatani language	apt	14	su:Apatani language
Ipurina language	apu	9	su:Ipurina language
White Mountain Apache language	apw	6	su:White Mountain Apache language
Western Apache language	apw	12	su:Western Apache language
Apalai language	apy	12	su:Apalai language
Ampale language	apz	17	su:Ampale language
Wojokeso language	apz	2	su:Wojokeso language
Archi language	aqc	12	su:Archi language
Atakapa language	aqp	10	su:Atakapa language
Arabic language	ara	31	su:Arabic language
Aramaic language	arc	2	su:Aramaic language
Arabana language	ard	28	su:Arabana language
Aranda language	are	134	su:Aranda language
Aragonese language	arg	11	su:Aragonese language
Cheso language	arg	1	su:Cheso language
Ica language	arh	14	su:Ica language
Arikara language	ari	24	su:Arikara language
Arabela language	arl	24	su:Arabela language
Ranquel dialect	arn	1	su:Ranquel dialect
Mapuche language	arn	257	su:Mapuche language
Moluche language	arn	1	su:Moluche language
Pehuenche language	arn	1	su:Pehuenche language
Araona language	aro	12	su:Araona language
Arapaho language	arp	67	su:Arapaho language
Karo (Brazil) language	arr	4	su:Karo (Brazil) language
Arbore language	arv	1	su:Arbore language
Arawak language	arw	68	su:Arawak language
Assiniboine language	asb	35	su:Assiniboine language
American Sign Language language	ase	4	su:American Sign Language language
Australian Sign Language language	asf	232	su:Australian Sign Language language
Asilulu language	asl	1	su:Asilulu language
Assamese language	asm	232	su:Assamese language
Asaro language	aso	11	su:Asaro language
Asuri language	asr	1	su:Asuri language
Bable language	ast	43	su:Bable language
Wasi language	ata	6	su:Wasi language
Tsaiwa language	atb	5	su:Tsaiwa language
Ata Manobo language	atd	11	su:Ata Manobo language
Attie language	ati	12	su:Attie language
Atikamekw language	atj	13	su:Atikamekw language
Atsina language	ats	4	su:Atsina language
Atta language	att	16	su:Atta language
Northern Altai language	atv	2	su:Northern Altai language
Teleut language	atv	1	su:Teleut language
Atsugewi language	atw	10	su:Atsugewi language
Aneityum language	aty	64	su:Aneityum language
Huao language	auc	14	su:Huao language
Sabela language	auc	2	su:Sabela language
Anuta language	aud	5	su:Anuta language
Aulua language	aul	13	su:Aulua language
Avaric language	ava	66	su:Avaric language
Avestan language	ave	286	su:Avestan language
Avikam language	avi	3	su:Avikam language
Au language	avt	144	su:Au language
Awadhi language	awa	13	su:Awadhi language
Awa (Eastern Highlands Province, Papua New Guinea) language	awb	24	su:Awa (Eastern Highlands Province, Papua New Guinea) language
Aekyom language	awi	10	su:Aekyom language
Awabakal language	awk	22	su:Awabakal language
Agau language	awn	8	su:Agau language
Abipon language	axb	5	su:Abipon language
Aka (Central African Republic) language	axk	11	su:Aka (Central African Republic) language
Armenian, Middle language	axm	20	su:Armenian, Middle language
Xaragure language	axx	1	su:Xaragure language
Ayizo-gbe language	ayb	1	su:Ayizo-gbe language
Aymara language	aym	488	su:Aymara language
Moro (South America) language	ayo	19	su:Moro (South America) language
Mai Brat language	ayz	9	su:Mai Brat language
Afshar language	azb	2	su:Afshar language
Azerbaijani language	aze	1	su:Azerbaijani language
Bambatana language	baa	17	su:Bambatana language
Baré language	bae	69	su:Baré language
Bashkir language	bak	542	su:Bashkir language
Kuvakan language	bak	0	su:Kuvakan language
Baluchi language	bal	118	su:Baluchi language
Bambara language	bam	330	su:Bambara language
Balinese language	ban	359	su:Balinese language
Barasana del Norte language	bao	11	su:Barasana del Norte language
Bantawa language	bap	7	su:Bantawa language
Basa language	bas	75	su:Basa language
Mbili language	baw	2	su:Mbili language
Bamun language	bax	26	su:Bamun language
Tunen language	baz	5	su:Tunen language
Bariba language	bba	15	su:Bariba language
Barai language	bbb	45	su:Barai language
Toba-Batak language	bbc	25	su:Toba-Batak language
Bandjoun language	bbj	16	su:Bandjoun language
Bats language	bbl	83	su:Bats language
Bobo Fing language	bbo	5	su:Bobo Fing language
Gólo language	bbp	0	su:Gólo language
Bai (China) language	bca	19	su:Bai (China) language
Bamu River language	bcf	3	su:Bamu River language
Bariai language	bch	10	su:Bariai language
Baule language	bci	30	su:Baule language
Bardi language	bcj	49	su:Bardi language
Bunaba language	bck	1	su:Bunaba language
Banoni language	bcm	4	su:Banoni language
Kaluli language	bco	8	su:Kaluli language
Babine language	bcr	4	su:Babine language
Kohumono language	bcs	0	su:Kohumono language
Biliau language	bcu	1	su:Biliau language
Bacama language	bcy	2	su:Bacama language
Basap language	bdb	2	su:Basap language
Bunama language	bdd	8	su:Bunama language
Bade language	bde	6	su:Bade language
Baka language	bdh	16	su:Baka language
Budukh language	bdk	3	su:Budukh language
Bajau language	bdl	15	su:Bajau language
Buduma language	bdm	3	su:Buduma language
Bende language	bdp	1	su:Bende language
Bahnar language	bdq	42	su:Bahnar language
Burunge language	bds	3	su:Burunge language
Bakundu language	bdu	2	su:Bakundu language
Bankudu-Balue language	bdu	0	su:Bankudu-Balue language
Baham language	bdw	2	su:Baham language
Yugambeh-Bundjalung dialects language	bdy	0	su:Yugambeh-Bundjalung dialects language
Bandjalang language	bdy	19	su:Bandjalang language
Gidabal language	bdy	5	su:Gidabal language
Yugumbeh language	bdy	0	su:Yugumbeh language
Tsattine language	bea	27	su:Tsattine language
Bebele language	beb	1	su:Bebele language
Byangsi language	bee	1	su:Byangsi language
Benabena language	bef	20	su:Benabena language
Biali language	beh	1	su:Biali language
Bekati' language	bei	1	su:Bekati' language
Beja language	bej	26	su:Beja language
Belarusian language	bel	1	su:Belarusian language
Bemba language	bem	228	su:Bemba language
Bengali language	ben	1	su:Bengali language
Bembe (Congo (Brazzaville)) language	beq	15	su:Bembe (Congo (Brazzaville)) language
Blagar language	beu	3	su:Blagar language
Betawi language	bew	4	su:Betawi language
Jur Modo language	bex	1	su:Jur Modo language
Kuku language	bfa	132	su:Kuku language
Bari language	bfa	69	su:Bari language
Bafut language	bfd	9	su:Bafut language
British Sign Language language	bfi	303	su:British Sign Language language
Bunak language	bfn	6	su:Bunak language
Badaga language	bfq	4	su:Badaga language
Balti language	bft	12	su:Balti language
Bonda language	bfw	4	su:Bonda language
Bagheli language	bfy	6	su:Bagheli language
Marari language	bfy	0	su:Marari language
Bangaru language	bgc	6	su:Bangaru language
Deswali language	bgc	0	su:Deswali language
Rathvi dialect	bgd	0	su:Rathvi dialect
Bugun language	bgg	1	su:Bugun language
Bangolan language	bgj	3	su:Bangolan language
Bagri language	bgq	0	su:Bagri language
Tagabawa Manobo language	bgs	7	su:Tagabawa Manobo language
Bugotu language	bgt	46	su:Bugotu language
Bhatri dialect	bgw	0	su:Bhatri dialect
Banggai language	bgz	4	su:Banggai language
Bhili language	bhb	21	su:Bhili language
Bhalesi language	bhd	0	su:Bhalesi language
Bhadrawahi language	bhd	0	su:Bhadrawahi language
Binandere language	bhg	23	su:Binandere language
Judeo-Tajik language	bhh	4	su:Judeo-Tajik language
Bahing language	bhj	2	su:Bahing language
Bhojpuri language	bho	72	su:Bhojpuri language
Bimanese language	bhp	18	su:Bimanese language
Kolo language	bhp	0	su:Kolo language
Binongko language	bhq	2	su:Binongko language
Bara (Madagascar) language	bhr	3	su:Bara (Madagascar) language
Biak language	bhw	12	su:Biak language
Numfor language	bhw	17	su:Numfor language
Bada (Indonesia) language	bhz	3	su:Bada (Indonesia) language
Bidiyo language	bid	5	su:Bidiyo language
Biangai language	big	17	su:Biangai language
Bihari language	bih	29	su:Bihari language
Bikol language	bik	143	su:Bikol language
Bini language	bin	20	su:Bini language
Bisorio language	bir	4	su:Bisorio language
Bislama language	bis	82	su:Bislama language
Birhor language	biy	0	su:Birhor language
Barngarla language	bjb	9	su:Barngarla language
Bijago language	bjg	4	su:Bijago language
Bahinemo language	bjh	6	su:Bahinemo language
Burji language	bji	2	su:Burji language
Kanauji language	bjj	1	su:Kanauji language
Banjarese language	bjn	25	su:Banjarese language
Banjar Hulu language	bjn	1	su:Banjar Hulu language
Antaisaka language	bjq	2	su:Antaisaka language
Betsimisaraka language	bjq	3	su:Betsimisaraka language
Binumarien language	bjr	12	su:Binumarien language
Bakwé language	bjw	0	su:Bakwé language
Southern Bontoc language	bkb	0	su:Southern Bontoc language
Eastern Bontoc language	bkb	1	su:Eastern Bontoc language
Baka (Cameroon and Gabon) language	bkc	12	su:Baka (Cameroon and Gabon) language
Binukid Manobo language	bkd	25	su:Binukid Manobo language
Baki language	bki	12	su:Baki language
Brokpa language	bkk	5	su:Brokpa language
Berik language	bkl	24	su:Berik language
Kom (Cameroon) language	bkm	5	su:Kom (Cameroon) language
Bakairi language	bkq	20	su:Bakairi language
Bakumpai language	bkr	3	su:Bakumpai language
Bekwarra language	bkv	15	su:Bekwarra language
Timor language	bkx	104	su:Timor language
Bungku language	bkz	8	su:Bungku language
Siksika language	bla	138	su:Siksika language
Bella Coola language	blc	13	su:Bella Coola language
Atinggola language	bld	5	su:Atinggola language
Uki language	bld	1	su:Uki language
Balante language	ble	12	su:Balante language
Buol language	blf	6	su:Buol language
Bolia language	bli	3	su:Bolia language
Bolongan language	blj	4	su:Bolongan language
Taungthu language	blk	3	su:Taungthu language
Biloxi language	bll	12	su:Biloxi language
Blang language	blr	6	su:Blang language
Balaesang language	bls	1	su:Balaesang language
Black Tai language	blt	9	su:Black Tai language
Balangao language	blw	41	su:Balangao language
Ayta Mag Indi language	blx	0	su:Ayta Mag Indi language
Balantak language	blz	8	su:Balantak language
Bembe (Lake Tanganyika) language	bmb	3	su:Bembe (Lake Tanganyika) language
Bagirmi language	bmi	5	su:Bagirmi language
Bote-Mahi language	bmj	1	su:Bote-Mahi language
Boomu language	bmq	0	su:Boomu language
Muinane language	bmr	17	su:Muinane language
Burum (Papua New Guinea) language	bmu	9	su:Burum (Papua New Guinea) language
Central Bontoc language	bnc	2	su:Central Bontoc language
Banda (Indonesia) language	bnd	1	su:Banda (Indonesia) language
Bintauna language	bne	1	su:Bintauna language
Benga language	bng	29	su:Benga language
Bobangi language	bni	58	su:Bobangi language
Bunun language	bnn	17	su:Bunun language
Banton language	bno	8	su:Banton language
Bundeli language	bns	4	su:Bundeli language
Pawari language	bns	0	su:Pawari language
Bangubangu language	bnx	2	su:Bangubangu language
Bora language	boa	26	su:Bora language
Boni (Kenya and Somalia) language	bob	4	su:Boni (Kenya and Somalia) language
Tibetan language	bod	3	su:Tibetan language
Boma (Congo) language	boh	3	su:Boma (Congo) language
Bom language	boj	19	su:Bom language
Bole language	bol	7	su:Bole language
Birom language	bom	19	su:Birom language
Bororo (Brazil) language	bor	25	su:Bororo (Brazil) language
Bosnian language	bos	195	su:Bosnian language
Bongo language	bot	10	su:Bongo language
Bondei language	bou	9	su:Bondei language
Botlikh language	bph	1	su:Botlikh language
Kaure language	bpp	8	su:Kaure language
Koronadal Blaan language	bpr	1	su:Koronadal Blaan language
Bongu language	bpu	4	su:Bongu language
Bishnupuriya language	bpy	1	su:Bishnupuriya language
Baima language	bqh	1	su:Baima language
Bakhtiari language	bqi	30	su:Bakhtiari language
Mkaa' language	bqz	1	su:Mkaa' language
Braj language	bra	85	su:Braj language
Baram language	brd	2	su:Baram language
Breton language	bre	1	su:Breton language
Bauré language	brg	2	su:Bauré language
Brahui language	brh	63	su:Brahui language
Kwiri language	bri	7	su:Kwiri language
Barambu language	brm	1	su:Barambu language
Boruca language	brn	11	su:Boruca language
Tutong language	bsb	4	su:Tutong language
Bassari language	bsc	10	su:Bassari language
Bashgali language	bsh	8	su:Bashgali language
Burushaski language	bsk	38	su:Burushaski language
Werchikwar language	bsk	1	su:Werchikwar language
Barasana del Sur language	bsn	19	su:Barasana del Sur language
Taiwano language	bsn	0	su:Taiwano language
Bassa (Liberia and Sierra Leone) language	bsq	29	su:Bassa (Liberia and Sierra Leone) language
Bakossi language	bss	1	su:Bakossi language
Basketo language	bst	0	su:Basketo language
Baiso language	bsw	2	su:Baiso language
Dii language	bta	9	su:Dii language
Bati language	btc	9	su:Bati language
Dairi Pakpak language	btd	1	su:Dairi Pakpak language
Biatah language	bth	2	su:Biatah language
Simelungun language	bts	5	su:Simelungun language
Karo-Batak language	btx	29	su:Karo-Batak language
Alas language	btz	13	su:Alas language
Kluet language	btz	3	su:Kluet language
Buriat language	bua	268	su:Buriat language
Tobote language	bud	2	su:Tobote language
Beothuk language	bue	14	su:Beothuk language
Bushoong language	buf	7	su:Bushoong language
Bugis language	bug	158	su:Bugis language
Bukawa language	buk	3	su:Bukawa language
Bulgarian language	bul	3	su:Bulgarian language
Bulu language	bum	66	su:Bulu language
Sherbro language	bun	4	su:Sherbro language
Buin language	buo	23	su:Buin language
Budu language	buu	2	su:Budu language
Bubi language (Gabon)	buw	1	su:Bubi language (Gabon)
Northern Bullom language	buy	7	su:Northern Bullom language
Bube language	bvb	13	su:Bube language
Birri language	bvq	23	su:Birri language
Burarra language	bvr	234	su:Burarra language
Meratus language	bvu	0	su:Meratus language
Bauzi language	bvz	16	su:Bauzi language
Bwaidoga language	bwd	11	su:Bwaidoga language
Rue language	bwg	4	su:Rue language
Baniwa language	bwi	7	su:Baniwa language
Balong language	bwt	0	su:Balong language
Buli language	bwu	19	su:Buli language
Benge language	bww	4	su:Benge language
Bwamu language	bww	23	su:Bwamu language
Bor (Lwo) language	bxb	2	su:Bor (Lwo) language
Ongota language	bxe	2	su:Ongota language
Bayungu language	bxj	4	su:Bayungu language
Bukusu language	bxk	3	su:Bukusu language
Batak language	bya	197	su:Batak language
Batak (Philippines) language	bya	5	su:Batak (Philippines) language
Bete language	byf	35	su:Bete language
Bidjara language	bym	11	su:Bidjara language
Bilin language	byn	10	su:Bilin language
Baruya language	byr	32	su:Baruya language
Medumba language	byv	5	su:Medumba language
Baining language	byx	11	su:Baining language
Gbandi language	bza	19	su:Gbandi language
Bribri language	bzd	8	su:Bribri language
Boiken language	bzf	15	su:Boiken language
Yangoru language	bzf	5	su:Yangoru language
Favorlang language	bzg	5	su:Favorlang language
Biri (Australia) language	bzr	1	su:Biri (Australia) language
Chorti language	caa	53	su:Chorti language
Black Carib language	cab	3	su:Black Carib language
Caddo language	cad	14	su:Caddo language
Chulupí language	cag	0	su:Chulupí language
Carolinian language	cal	12	su:Carolinian language
Camuhi language	cam	12	su:Camuhi language
Chambri language	can	1	su:Chambri language
Chacobo language	cao	27	su:Chacobo language
Chipaya language	cap	28	su:Chipaya language
Car Nicobarese language	caq	11	su:Car Nicobarese language
Carib language	car	139	su:Carib language
Chimane language	cas	7	su:Chimane language
Moseten language	cas	5	su:Moseten language
Catalan language	cat	3	su:Catalan language
Cavineño language	cav	0	su:Cavineño language
Callahuaya language	caw	12	su:Callahuaya language
Chiquito language	cax	30	su:Chiquito language
Cayuga language	cay	24	su:Cayuga language
Canichana language	caz	0	su:Canichana language
Carapana (Tucanoan) language	cbc	8	su:Carapana (Tucanoan) language
Cayapa language	cbi	10	su:Cayapa language
Chabacano language	cbk	30	su:Chabacano language
Nyah Kur language	cbn	3	su:Nyah Kur language
Cashibo language	cbr	27	su:Cashibo language
Cashinawa language	cbs	23	su:Cashinawa language
Chayahuita language	cbt	40	su:Chayahuita language
Candoshi language	cbu	30	su:Candoshi language
Cacua language	cbv	6	su:Cacua language
Chamicuro language	ccc	8	su:Chamicuro language
Chopi language	cce	17	su:Chopi language
Chamba Daka language	ccg	6	su:Chamba Daka language
Chakma language	ccp	12	su:Chakma language
Chambiali language	cdh	1	su:Chambiali language
Chepang language	cdm	10	su:Chepang language
Cebuano language	ceb	274	su:Cebuano language
Chamacoco language	ceg	4	su:Chamacoco language
Czech language	ces	8	su:Czech language
Laizo (Burma) language	cfm	1	su:Laizo (Burma) language
Falam Chin language	cfm	7	su:Falam Chin language
Kagayanen language	cgc	16	su:Kagayanen language
Chiga language	cgg	1	su:Chiga language
Chamorro language	cha	273	su:Chamorro language
Chibcha language	chb	51	su:Chibcha language
Catawba language	chc	18	su:Catawba language
Akka language	che	3	su:Akka language
Chechen language	che	92	su:Chechen language
Chagatai language	chg	106	su:Chagatai language
Chinook language	chh	189	su:Chinook language
Cahuilla language	chl	23	su:Cahuilla language
Choctaw language	cho	271	su:Choctaw language
Chipewyan language	chp	148	su:Chipewyan language
Cherokee language	chr	507	su:Cherokee language
Chumash language	chs	28	su:Chumash language
Cholon language	cht	3	su:Cholon language
Church Slavic language	chu	2	su:Church Slavic language
Chuvash language	chv	477	su:Chuvash language
Chuwabo language	chw	2	su:Chuwabo language
Chantel language	chx	2	su:Chantel language
Cheyenne language	chy	93	su:Cheyenne language
Ozumacín language	chz	0	su:Ozumacín language
Cia-cia language	cia	6	su:Cia-cia language
Chickasaw language	cic	37	su:Chickasaw language
Chimariko language	cid	6	su:Chimariko language
Chinali language	cih	0	su:Chinali language
Cimbrian language	cim	18	su:Cimbrian language
Chiapanec language	cip	30	su:Chiapanec language
Tinrin language	cir	3	su:Tinrin language
Amikwa language	ciw	0	su:Amikwa language
Upper Chehalis language	cjh	5	su:Upper Chehalis language
Chamalal language	cji	2	su:Chamalal language
Chokwe language	cjk	47	su:Chokwe language
Cabecar language	cjp	12	su:Cabecar language
Mangue language	cjr	12	su:Mangue language
Shor language	cjs	23	su:Shor language
Chuave language	cjv	9	su:Chuave language
Khumi Awa language	cka	0	su:Khumi Awa language
Mukri language	ckb	9	su:Mukri language
Anufo language	cko	2	su:Anufo language
Tayo language	cks	1	su:Tayo language
Chukchi language	ckt	91	su:Chukchi language
Koasati language	cku	17	su:Koasati language
Ron language	cla	23	su:Ron language
Idu language	clk	97	su:Idu language
Mishmi language	clk	7	su:Mishmi language
Clallam language	clm	11	su:Clallam language
Caluyanun language	clu	10	su:Caluyanun language
Maa (Vietnam) language	cma	1	su:Maa (Vietnam) language
Maa (Southeastern Asia) language	cma	0	su:Maa (Southeastern Asia) language
Chamí language	cmi	94	su:Chamí language
Biat language	cmo	1	su:Biat language
Central Mnong language	cmo	0	su:Central Mnong language
Messapian language	cms	15	su:Messapian language
Chinbon language	cnb	1	su:Chinbon language
Haka Chin language	cnh	18	su:Haka Chin language
Campa language	cni	74	su:Campa language
Khumi language	cnk	5	su:Khumi language
Ahraing Khumi language	cnk	0	su:Ahraing Khumi language
Ngaun language	cnw	3	su:Ngaun language
Cocopa language	coc	20	su:Cocopa language
Cocama language	cod	19	su:Cocama language
Coreguaje language	coe	28	su:Coreguaje language
Colorado language	cof	592	su:Colorado language
Kumiai language	coj	7	su:Kumiai language
Comanche language	com	58	su:Comanche language
Cofán language	con	0	su:Cofán language
Akhmimic dialect	cop	1	su:Akhmimic dialect
Bohairic language	cop	7	su:Bohairic language
Coptic language	cop	1	su:Coptic language
Sahidic language	cop	30	su:Sahidic language
Coquille language	coq	6	su:Coquille language
Cornish language	cor	321	su:Cornish language
Corsican language	cos	33	su:Corsican language
Caquinte language	cot	9	su:Caquinte language
Chocho language	coz	18	su:Chocho language
Island Carib language	crb	15	su:Island Carib language
Lonwolwol language	crc	12	su:Lonwolwol language
Cree language	cre	1	su:Cree language
Michif language	crg	51	su:Michif language
Crimean Tatar language	crh	85	su:Crimean Tatar language
Cora language	crn	38	su:Cora language
Crow language	cro	113	su:Crow language
Choroti language	crt	20	su:Choroti language
Chrau language	crw	52	su:Chrau language
Carrier language	crx	109	su:Carrier language
Kashubian language	csb	125	su:Kashubian language
Slovincian language	csb	7	su:Slovincian language
Chilean Sign Language language	csg	2	su:Chilean Sign Language language
Khyang language	csh	11	su:Khyang language
Bodega Miwok language	csi	2	su:Bodega Miwok language
Diola Kasa language	csk	3	su:Diola Kasa language
Esuulaalu language	csk	0	su:Esuulaalu language
Chinese Sign Language language	csl	50	su:Chinese Sign Language language
Costa Rican Sign Language language	csr	3	su:Costa Rican Sign Language language
Mutsun language	css	13	su:Mutsun language
Siyin language	csy	9	su:Siyin language
Coos language	csz	18	su:Coos language
Tiddim Chin language	ctd	3	su:Tiddim Chin language
Chitimacha language	ctm	7	su:Chitimacha language
Catio language	cto	18	su:Catio language
Cua language	cua	12	su:Cua language
Cubeo language	cub	36	su:Cubeo language
Cuiba language	cui	20	su:Cuiba language
Sicuane language	cui	2	su:Sicuane language
Chontaquiro language	cuj	11	su:Chontaquiro language
Cuna language	cuk	107	su:Cuna language
Cueva language	cuk	1	su:Cueva language
Culina language	cul	19	su:Culina language
Cupeño language	cup	0	su:Cupeño language
Ya language	cuu	303	su:Ya language
Kwatay language	cwt	2	su:Kwatay language
Cayuvava language	cyb	9	su:Cayuvava language
Welsh language	cym	6	su:Welsh language
Cuyunon language	cyo	11	su:Cuyunon language
Zotung language	czt	1	su:Zotung language
Dangaleat language	daa	18	su:Dangaleat language
Ham language	dad	15	su:Ham language
Dan language	daf	154	su:Dan language
Dagbani language	dag	50	su:Dagbani language
Day (Chad) language	dai	4	su:Day (Chad) language
Dakota language	dak	901	su:Dakota language
Santee language	dak	84	su:Santee language
Yankton language	dak	15	su:Yankton language
Dahalo language	dal	2	su:Dahalo language
Danish language	dan	4	su:Danish language
Dafla language	dap	10	su:Dafla language
Tagin language	dap	1	su:Tagin language
Dargwa language	dar	39	su:Dargwa language
Kubachi language	dar	0	su:Kubachi language
Dabida language	dav	1	su:Dabida language
Taita language	dav	13	su:Taita language
Edopi language	dbf	2	su:Edopi language
Begak language	dbj	2	su:Begak language
Djirbal language	dbl	44	su:Djirbal language
Daba language	dbq	20	su:Daba language
Dakhini language	dcc	54	su:Dakhini language
Fataluku language	ddg	1	su:Fataluku language
Djaru language	ddj	30	su:Djaru language
Dendi language	ddn	2	su:Dendi language
Dido language	ddo	9	su:Dido language
Dedua language	ded	9	su:Dedua language
Degema language	deg	11	su:Degema language
Delaware language	del	266	su:Delaware language
Chutiya language	der	0	su:Chutiya language
Desana language	des	23	su:Desana language
German language	deu	84	su:German language
Dengese language	dez	1	su:Dengese language
Dumagat (Casiguran) language	dgc	26	su:Dumagat (Casiguran) language
Wule language	dgi	1	su:Wule language
Dogri language	dgo	10	su:Dogri language
Dogrib language	dgr	17	su:Dogrib language
Daga language	dgz	16	su:Daga language
Jaipuri language	dhd	1	su:Jaipuri language
Wan'guri language	dhg	2	su:Wan'guri language
Dhimal language	dhi	5	su:Dhimal language
Dhalandji language	dhl	1	su:Dhalandji language
Himba language	dhm	1	su:Himba language
Dhodia language	dho	0	su:Dhodia language
